job_company,questions,answers,country,area
Data Scientist at Blue Yonder was asked...,F: Wie gehen Sie mit Konflikten um?,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,Was bedeutet one-hot-encoding?,No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,"After performing a linear regression, what should you look at to determine if the regression is any good?",No answer,Germany,Data Analyst
Senior Data Scientist at Deloitte was asked...,1. Do you know Python? Would you like to teach us in nutshell? 2. If I were your client and want your master thesis to be implemented then how would you present the implementation? 3. Do you speak German?,No answer,Germany,Data Analyst
Trainee Data Scientist at Deloitte was asked...,Vorstellung der einenen Person Was ist der Unterschied zwischen mutable und unmutable Objekten?,No answer,Germany,Data Analyst
Data Scientist at idealo internet was asked...,I was asked to explain many of the basic concepts of machine learning. Be sure to understand overfitting and regularization.,No answer,Germany,Data Analyst
Clinical Data Analyst at Parexel was asked...,"Questions were gear around assessing your level of experience/competency for the role. Standard question i.e. Tell me about yourself,,,,What database have you used..Weakness/Strength. Compare to other interview this was not stressful.",No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,"After performing a linear regression, what should you look at to determine if the regression is any good?",No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,What is the difference between the median and mean of a collection of data? When would you use one vs the other?,No answer,Germany,Data Analyst
Data Analyst at Artsy was asked...,Explain a time you faced a difficult situation and how did you handle it.,No answer,Germany,Data Analyst
Data Scientist at idealo internet was asked...,Was mache ich bei Unbalanced Data? Was mache ich bei nicht Vorhandensein der Normalverteilung in der Modellierung?,No answer,Germany,Data Analyst
Senior Data Scientist at Deutsche Post & DHL was asked...,"You are presented with a problem from a stakeholder. Imagine you have a call from him and go ahead figure it out and convince him you could help :) After you figured out what's required in terms of DS tasks you'd have to propose several modeling options applicable and explain in detail the intricacies of different approaches, different error metrics etc. Remember, you won't be able to use google/wiki :)",No answer,Germany,Data Analyst
Data Scientist at King was asked...,"Question 1. (5-20 minutes) A cube is painted Green on all six sides. It is divided into 125 (=5 x 5 x 5) equal smaller cubes. Find: 1.1 The number of smaller cubes having a) 3 faces coloured? b) Exactly 2 faces coloured? c) Exactly 1 face coloured? d) 0 faces coloured? 1.2 All 125 cubes are put into a bag. If a single cube is selected at random from the bag, find probability of picking a cube having 1 or more Green faces 1.3 What is the average number of Green faces on a cube? In the above situation N=5, (with N^3 =125). 1.4 For general N, give a formula for the number of smaller cubes with exactly 2 faces coloured 1.5 For what values of N is this formula correct?",No answer,Germany,Data Analyst
Junior Data Scientist at Amazon was asked...,Stärken und Schwächen,No answer,Germany,Data Analyst
Data Scientist at Kreditech Holding was asked...,To use algorithms SVM or K-Neighbors to complete a task with a classification task,No answer,Germany,Data Analyst
Senior Data Scientist at Kreditech Holding was asked...,Warum bewerben Sie sich auf diese Stelle?,No answer,Germany,Data Analyst
Data Scientist at Minodes was asked...,My background? My work experience? What I know about the DBs? some questions and data scaling? Git etc..,No answer,Germany,Data Analyst
Data Scientist at VB Business Group was asked...,What you have done before,No answer,Germany,Data Analyst
Data Analyst at Audi was asked...,Wann haben Sie im Beruf Eigeninitiative ergriffen?,No answer,Germany,Data Analyst
Senior Data Scientist at Simplaex was asked...,"Details about the past ML projects you did in your current job, difficulties you faced, etc",No answer,Germany,Data Analyst
Data Scientist at Conrad Electronic was asked...,some basic technical questions related to the position,No answer,Germany,Data Analyst
Principal Data Scientist at SoundCloud was asked...,describe a time you had a learning experience on a project?,No answer,Germany,Data Analyst
Data Scientist at cognita was asked...,"What are your career plans for 1-5 years; how would you tackle an initial proposal from a client; how much does it take to elaborate a proof-of-concept notebook,",No answer,Germany,Data Analyst
Data Analyst at Lufthansa Group was asked...,"Why you choose to work in Germany, why you choose this job? Which programming skills do you have?",No answer,Germany,Data Analyst
Senior Data Analyst at travel audience was asked...,What is the difference between a data analyst and a senior data analyst?,No answer,Germany,Data Analyst
Senior Data Analyst at Lieferando was asked...,Die Bewerbung umfasste Lebenslauf und Anschreiben.,No answer,Germany,Data Analyst
Data Scientist at b.telligent was asked...,"Beschreiben die Modelle, die Entscheidungsbäume verwenden, und die Unterschiede zwischen ihnen",No answer,Germany,Data Analyst
Data Analyst at FlixBus was asked...,3 strengsths and 3 weaknesses,No answer,Germany,Data Analyst
Data Scientist at real.digital was asked...,Which languages do you work with and what type of environment do you need .,No answer,Germany,Data Analyst
Data Scientist at real.digital was asked...,Wieviele Klavierstimmer gibt es in Köln.,No answer,Germany,Data Analyst
Data Scientist at SHARE NOW was asked...,first was oral question second programming third exploratory analysis,No answer,Germany,Data Analyst
Senior Data Scientist at KONUX was asked...,Tell me one thing about yourself that would surprise me.,No answer,Germany,Data Analyst
Data Scientist at Outfittery was asked...,Imagine a marketing person with no background in statistics asks you about the meaning of your teaser task results: how would you explain it to them.,No answer,Germany,Data Analyst
Data Scientist at erento was asked...,What kind of projects do you like and consider most challenging? How to apply machine learning and ETL in our market?,No answer,Germany,Data Analyst
Data Scientist Manager at QIAGEN was asked...,Why do you want to join Qiagen?,No answer,Germany,Data Analyst
Data Scientist at BMW Group was asked...,Erfahrung mit Deep Learning,No answer,Germany,Data Analyst
Data Scientist at Architrave was asked...,Why you decided to change your job?,No answer,Germany,Data Analyst
Data Scientist at Architrave was asked...,What is salary expectation?,No answer,Germany,Data Analyst
Data Scientist at Architrave was asked...,Mostly about the past experience with my PhD work and company I am working for.,No answer,Germany,Data Analyst
Data Scientist at Architrave was asked...,Asked about my past experience with machine learning and data science,No answer,Germany,Data Analyst
Data Analyst at Coffee Circle was asked...,"They've answered about my experience, relevant projects to the position, my career and hobbies and a case to answer.",No answer,Germany,Data Analyst
Senior Data Analyst at Takeaway.com was asked...,Tell me the last project you worked on,No answer,Germany,Data Analyst
Data Scientist at DCMN was asked...,What do you know about the company and what do you think our business model is?,No answer,Germany,Data Analyst
Junior Data Scientist at KPMG was asked...,"Salary expectations, go through CV, questions about the company",No answer,Germany,Data Analyst
Data Scientist at Wooga was asked...,- Python task related to linear recursion,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,Describe me a challenge from your previous job/studies,No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,"Tell us about one of your successes, one of your failure, one of the situations where you came out with an unpopular idea and defended it and applied it.",No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,Why did you choose to apply to Emma?,No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,ideally you must have knowledge/Experience about AB testing,No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,Explain an ideal data pipeline? which tools you would use for it? what was your last job about. ? what and how you prepared Data pipelines (Explain everything all the processes tools you know).,No answer,Germany,Data Analyst
Senior Data Scientist at reBuy was asked...,"general questions about clustering, time series, A/B testing, ....",No answer,Germany,Data Analyst
Junior Data Scientist at AutoScout24 was asked...,Questions about my take home assignment and machine learning workflow.,No answer,Germany,Data Analyst
Student Assistant for Data Science Consulting at idalab was asked...,"Der Interviewtag beginnt mit der Präsentation der Case-Study. Im Anschluss lernt man im Rahmen von Einzelinterviews verschiedenen Personen aus dem Team näher kennen. In einem technisch orientierten Gespräch, werden nochmals Themen aus dem Bereich Statistik und Programmierung besprochen. Daneben geht es in den anderen Gesprächen vor allem um die Art und Weise, wie man an gewisse Arbeitssituationen wie z.B. Kundentermine herangeht und bei Konflikten Lösungen findet.",No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,Why did you choose to apply to Emma?,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,Describe me a challenge from your previous job/studies,No answer,Germany,Data Analyst
Junior Data Scientist at AutoScout24 was asked...,Questions about my take home assignment and machine learning workflow.,No answer,Germany,Data Analyst
Data Analyst at AutoScout24 was asked...,Why do you want to work with Autoscout24?,No answer,Germany,Data Analyst
Student Assistant for Data Science Consulting at idalab was asked...,"Der Interviewtag beginnt mit der Präsentation der Case-Study. Im Anschluss lernt man im Rahmen von Einzelinterviews verschiedenen Personen aus dem Team näher kennen. In einem technisch orientierten Gespräch, werden nochmals Themen aus dem Bereich Statistik und Programmierung besprochen. Daneben geht es in den anderen Gesprächen vor allem um die Art und Weise, wie man an gewisse Arbeitssituationen wie z.B. Kundentermine herangeht und bei Konflikten Lösungen findet.",No answer,Germany,Data Analyst
Product Data Analyst at N26 was asked...,What KPIs are critical to our business?,No answer,Germany,Data Analyst
Senior Data Scientist at Boston Consulting Group was asked...,Why would you like to transition to consulting?,No answer,Germany,Data Analyst
(Senior) Data Scientist at Zalando was asked...,What's the purpose of using pooling and padding in ConvNets?,No answer,Germany,Data Analyst
Data Scientist at SAP was asked...,Generic coding question. Data case study without going much into data science/machine learning depth.,No answer,Germany,Data Analyst
Junior Data Scientist-Machine Learning Engineer at CHECK24 was asked...,Kein Forstellungsgespräch hat stattgefunden. Man sollte zuerst den Coding Test erfolgreich bewältigen.,No answer,Germany,Data Analyst
Data Scientist at Bonial International was asked...,"General questions about ky previous experience, tech stack used, experience in digital marketing",No answer,Germany,Data Analyst
Data Analyst at trivago was asked...,"If I would ask your current manager what your flaws are, what would he say?",No answer,Germany,Data Analyst
Senior Data Scientist at New Yorker was asked...,- About cross validation,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,Können Sie Python?,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,Haben Sie schon mal mit Databricks gearbeitet?,No answer,Germany,Data Analyst
Machine Learning Data Scientist at trivago was asked...,"Trivago business models, discussion on the case study and projects on the resume, data engineering and data science questions, problems and discussions on real use-cases in the travel metasearch area A/B testing and basic machine learning and statistics theory",No answer,Germany,Data Analyst
Data Analyst at trivago was asked...,Can you guess which country this data came from?,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Wie sie berufliche ziele richtig definieren?,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Gründe für Jobwechsel.,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,Wie kann man Continuous Delivery und Continuous Deployment technisch umsetzen?,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,Welche Erfahrungen haben Sie im Bereich Data Science?,No answer,Germany,Data Analyst
Data Scientist at Wayfair was asked...,Python and SQL code challenges.,No answer,Germany,Data Analyst
Data Scientist at Wayfair was asked...,Math Problem: Find the optimal split for the budget to spend on two google ads.,No answer,Germany,Data Analyst
Data Analyst at ALTEN was asked...,How do you deal with shiny in R?,No answer,Germany,Data Analyst
Data Scientist at Robert Bosch was asked...,Wie viele wissen Sie über Bosch ?,No answer,Germany,Data Analyst
Data Scientist at Infosys was asked...,General questions about data science,No answer,Germany,Data Analyst
Data Scientist at Lidl was asked...,Warum willst du bei Lidl anfangen?,No answer,Germany,Data Analyst
Data Scientist at Oerlikon Digital Hub at Oerlikon was asked...,I got a dataset which I had to analyse and predict a column `y`. It was a classification problem with an imbalanced data set. They asked to use python and give a presentation using Jupyter Notebook. The evaluation of the task was focused on the methods used and the decisions taken rather than on the performance of the predictor. The questions I got were not in any way trying to trick me. Or very tough impossible to answer questions. I had to think during the interview. So the questions were not something one could prepare for.,No answer,Germany,Data Analyst
Working Student Data Analyst at idealo internet was asked...,Could you shortly describe yourself? What are your skills in Python/SQL? Follow-up question on my hobbies?,No answer,Germany,Data Analyst
Junior Data Analyst at Lingoda was asked...,What is your past experience that is relevant to this position? What is you education?,No answer,Germany,Data Analyst
Data Scientist at King was asked...,"Question 4: (5>10 minutes) The chart below represents the distribution of play time in a day, for a sample of our players. The points a, b and c mark the values of three measures used to summarise the data. Q 4.1: What standard measures are a, b and c most likely denoting? Please explain why. Q 4.2: If you drew n samples from this distribution and measured their mean, then repeated that many times, how would you expect the distribution of those sample means to differ from this distribution? Q 4.3: Would its standard deviation be bigger, smaller, or the same as this distribution's standard deviation and why?",No answer,Germany,Data Analyst
Data Scientist at Simplaex was asked...,Explain how python dictionnary works,No answer,Germany,Data Analyst
Data Scientist - NLP at SoundReply was asked...,Can you tell me more about you?,No answer,Germany,Data Analyst
Big Data Scientist at Qimia was asked...,Codility test: Grundlegender Programmiertest von Algorithmen mit Schleifen und Rekursion.,No answer,Germany,Data Analyst
Data Analyst at Media Partisans was asked...,"Stärkte, Schwäche, zwei Analysenaufgaben über FB und Youtube",No answer,Germany,Data Analyst
Data Scientist at vertical cloud solution was asked...,"Technical: To explain one of the projects requirement, libraries used for that, the final outcome of the project",No answer,Germany,Data Analyst
Data Analyst at Dalia Research was asked...,"Questions regarding general motivation, python questions, statistics",No answer,Germany,Data Analyst
Marketing Data Analyst at Trommsdorff + Drüner was asked...,"Questions were asked on background, marketing-related content, and current employer's business details. No questions were asked on data analysis.",No answer,Germany,Data Analyst
Data Scientist at Brainlab was asked...,"General quiz about Machine learning and deep learning . Which type of metrics to choose for certain kind of data, especially for medical records.",No answer,Germany,Data Analyst
Data Scientist at Aareon was asked...,"as a data scientist, what would you need to work without problem?",No answer,Germany,Data Analyst
Data Science Analyst at Uni Cologne was asked...,When I am available for the job?,from June,Germany,Data Analyst
Senior Data Analyst at Lieferando was asked...,Es wurden keine weiteren Nachfragen gestellt.,No answer,Germany,Data Analyst
Data Analyst at FlixBus was asked...,Why Flixbus,No answer,Germany,Data Analyst
Data Scientist at EDAG Group was asked...,Transferfrage zur Strukturierung paralleler Aufgaben,No answer,Germany,Data Analyst
Junior Data Scientist at Arvato was asked...,Describe your typical workday with us.,No answer,Germany,Data Analyst
Data Scientist at SHARE NOW was asked...,Based on this dataset how would you solve thi problem (related to the company business)?,No answer,Germany,Data Analyst
Data Scientist at McKinsey & Company was asked...,Give us an example where you've shown leadership,Told a personal,Germany,Data Analyst
Data Scientist at McKinsey & Company was asked...,Give us an example where you've shown leadership,Told a personal,Germany,Data Analyst
Data Scientist at Yara was asked...,"Questions about your projects, tech stack and skill",No answer,Germany,Data Analyst
Sales Data Analyst at ResearchGate was asked...,Do you have experience in sales?,No answer,Germany,Data Analyst
Data Scientist at LeanIX was asked...,Wie würdest Du das Konzept von Machine Learning deiner Oma erklären.,No answer,Germany,Data Analyst
Senior Data Scientist (Audio Analytics) at AGT International was asked...,Mostly on data science,No answer,Germany,Data Analyst
Data Science Intern at AGT International was asked...,How many cats are living in Germany? Please list three names of distributions? Why do you need an activation function in the neural network? What is the main assumption in linear regression?,No answer,Germany,Data Analyst
Senior Data Analyst at Stylight was asked...,What kind of data you worked with?,No answer,Germany,Data Analyst
Data Analyst at KPMG was asked...,"Wie würden sie machen, wenn sie den Verdacht haben, dass die Daten eines Kunden manipuliert wurden?",No answer,Germany,Data Analyst
Data Analyst at Fit Analytics was asked...,Given a textual of a query write it in SQL,No answer,Germany,Data Analyst
Data Analyst at ProSiebenSat.1 Media was asked...,Wie stellen Sie sich einen perfekten Job vor?,No answer,Germany,Data Analyst
Senior Data Scientist at ProSiebenSat.1 Media was asked...,"Which programing languages I like to use? Why do I want to switch to industry from academia? Which part of a data science framework I like the most, which the least?",No answer,Germany,Data Analyst
Junior Data Scientist at inovex was asked...,Beschreiben Sie mir Ihre Doktorarbeit innerhalb einer Minute,No answer,Germany,Data Analyst
Senior Data Scientist at FREE NOW was asked...,Kaggel Quito taxi data challenge to predict the waiting time. Some questions on your past projects and how to delivered them.,No answer,Germany,Data Analyst
Data Analyst at GetYourGuide was asked...,Had a brief chat with the hiring manager (potential boss) and he seemed nice enough. No direct questions to mention here.,No answer,Germany,Data Analyst
Data Scientist at Reply was asked...,"General ""get-to-know"" questions: Tell me about you, what was your last project, what techniques did you use, etc.",No answer,Germany,Data Analyst
Data Scientist at inovex was asked...,Welche News Seiten? Welche Technologien für bisherige Projekte?,No answer,Germany,Data Analyst
Senior Data Scientist at FREE NOW was asked...,Kaggel Quito taxi data challenge to predict the waiting time. Some questions on your past projects and how to delivered them.,No answer,Germany,Data Analyst
Data Scientist at FREE NOW was asked...,"Typical questions: why changing a job, why applying there, etc.",No answer,Germany,Data Analyst
Junior Data Scientist at inovex was asked...,Beschreiben Sie mir Ihre Doktorarbeit innerhalb einer Minute,No answer,Germany,Data Analyst
Data Scientist at Rohde & Schwarz was asked...,Previous work experience,No answer,Germany,Data Analyst
Senior Data Scientist at ProSiebenSat.1 Media was asked...,"Which programing languages I like to use? Why do I want to switch to industry from academia? Which part of a data science framework I like the most, which the least?",No answer,Germany,Data Analyst
Data Analyst at ProSiebenSat.1 Media was asked...,Wie stellen Sie sich einen perfekten Job vor?,No answer,Germany,Data Analyst
Data Scientist at Wooga was asked...,Tell me about your self,No answer,Germany,Data Analyst
(Senior) Data Scientist at Zalando was asked...,Are ConvNets invariable to image rotations?,No answer,Germany,Data Analyst
Data Science Lead at Zalando was asked...,"Codility questions asking you to join one table to another, or write a function in R.",No answer,Germany,Data Analyst
Data Science at Zalando was asked...,Write a function to bin the input collection's element into buckets,No answer,Germany,Data Analyst
Data Science at Zalando was asked...,Find top K elements in a very large collection,No answer,Germany,Data Analyst
Data Science at Zalando was asked...,What cross validation is and how it works,No answer,Germany,Data Analyst
Junior Data Analyst at Zalando was asked...,Write query with joins.,No answer,Germany,Data Analyst
Data Scientist at HelloFresh was asked...,Why did you choose a random forest? Why not an OLS? Questions on features engineering. Questions on ML interpretability. Some questions on A/B testing and marketing (attribution models mainly),No answer,Germany,Data Analyst
SCM Data Analyst at HelloFresh was asked...,"Why HelloFresh? Why do you want to change your job? Questions related to your experience, techincal competencies, and CV Business case questions",No answer,Germany,Data Analyst
Data Analyst at Allianz was asked...,what will be the payment of a 6-year coupon bonds with 6 percent interest?,No answer,Germany,Data Analyst
Data Analyst at MYTOYS GROUP was asked...,"Sich selber vorstellen, warum Daten Analyse,",No answer,Germany,Data Analyst
Data Scientist at trivago was asked...,How can you improve trivago's working?,No answer,Germany,Data Analyst
Data Analyst at trivago was asked...,Normal questions as listed by other individuals.,No answer,Germany,Data Analyst
SCM Data Analyst at HelloFresh was asked...,"Why HelloFresh? Why do you want to change your job? Questions related to your experience, techincal competencies, and CV Business case questions",No answer,Germany,Data Analyst
Data Analyst at Allianz was asked...,what will be the payment of a 6-year coupon bonds with 6 percent interest?,No answer,Germany,Data Analyst
(Senior) Data Scientist at Zalando was asked...,Are ConvNets invariable to image rotations?,No answer,Germany,Data Analyst
Data Science at Zalando was asked...,Write a function to bin the input collection's element into buckets,No answer,Germany,Data Analyst
Data Science at Zalando was asked...,Find top K elements in a very large collection,No answer,Germany,Data Analyst
Data Science at Zalando was asked...,What cross validation is and how it works,No answer,Germany,Data Analyst
Data Science Lead at Zalando was asked...,"Codility questions asking you to join one table to another, or write a function in R.",No answer,Germany,Data Analyst
Data Scientist at HelloFresh was asked...,Why did you choose a random forest? Why not an OLS? Questions on features engineering. Questions on ML interpretability. Some questions on A/B testing and marketing (attribution models mainly),No answer,Germany,Data Analyst
Senior Data Analyst at trivago was asked...,Success metric for a new product,No answer,Germany,Data Analyst
Data Science at PwC was asked...,"Hatten Sie schon einmal eine schwierige Situation, die Sie zu bewältigen hatten?",No answer,Germany,Data Analyst
Data Scientist at trivago was asked...,How can you improve trivago's working?,No answer,Germany,Data Analyst
Data Analyst at Wayfair was asked...,What problems did you face in your projects and how did you solve them?,No answer,Germany,Data Analyst
Product Data Analyst at Contentful was asked...,Here is the KPI framework. How we could improve it?,No answer,Germany,Data Analyst
Data Analyst at Contentful was asked...,- Tell me about your former work experience - What systems/tools did you work with? - SQL challenge + team workshop + presentation of a case study,No answer,Germany,Data Analyst
Business and Data Analyst SCM at RELEX Solutions was asked...,Was motiviert dich?,No answer,Germany,Data Analyst
Data Analyst at Babbel was asked...,"On SQL, BI tools, my work experience and skills, cultural fit questions.",No answer,Germany,Data Analyst
Data Analyst at Babbel was asked...,"Questions on SQL, Tableau and BI tools skills, my experience. Cultural fit questions.",No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,Describe the details of random forests. Describe the details of XGBoost. Which is faster to train?,No answer,Germany,Data Analyst
Senior Data Analyst at Artsy was asked...,Tell me about one of your technical project and work through the details and the decisions you made.,No answer,Germany,Data Analyst
Data Scientist at Mapp Digital was asked...,- When Cross validation won’t avoid overfitting?,No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,Describe the details of random forests. Describe the details of XGBoost. Which is faster to train?,No answer,Germany,Data Analyst
Data Scientist at Amazon was asked...,when was the last time you analyzed a set of data and found meaningful insights?,No answer,Germany,Data Analyst
Data Analyst at Red Hat was asked...,1. What do you know about the company? 2. What tools have you worked with? 3. What was the most complicated project you have ever done?,No answer,Germany,Data Analyst
Junior Data Scientist at TeamViewer was asked...,"Python, SQL and machine learning questions. Also talked about my past experiences in this field.",No answer,Germany,Data Analyst
Junior Data Scientist at TeamViewer was asked...,How would you count ALL the trees in Berlin?,No answer,Germany,Data Analyst
Data Scientist at Homebell was asked...,How do you use clustering in text mining.,No answer,Germany,Data Analyst
Data Scientist at VB Business Group was asked...,"Bitte erläutern Sie die Methoden, die Sie in Ihrem Projekt angewendet haben.",No answer,Germany,Data Analyst
Junior Data Analyst at Goodgame Studios was asked...,I was given an example of a data analysis problem and asked to find potential explanations for an observed correlation.,No answer,Germany,Data Analyst
Senior Data Scientist at Home HT was asked...,Standard Fragen für eine Senior Rolle,No answer,Germany,Data Analyst
Data Engineer Data Analyst at Smartify IT Solutions was asked...,"Ich wurde im Bewerbungsprozess nach dem Geschlecht meines Partners gefragt sowie nach meinen Familienplänen. Habe mich beschwert und die Bewerbung zurückgezogen, der Geschäftsführer behauptet natürlich, dass sei nie passiert.",No answer,Germany,Data Analyst
Working Student Data Science at Regis24 was asked...,"Als Studentin, die noch keine Arbeitserfahrung hat, wurde ich am meisten über meine Praktikumstätigkeiten gefragt. Außerdem hatte ich eine Aufgabe und einige Fragen bezüglich meiner Erfahrung mit dem Thema Data Science.",No answer,Germany,Data Analyst
Data Scientist at Audatic was asked...,1. Finding permutation of the matrix with 3 levels of difficulty. 2. Finding the average of the nested list.,No answer,Germany,Data Analyst
Data Analyst at HolidayCheck Group was asked...,He asked my why I'd like to work at HolidayCheck and what are their values. I didn't really check them in advance which costed me somewhat.,No answer,Germany,Data Analyst
Data Scientist at HQ Revenue was asked...,-My internship related questions. -My thesis methodology and research related. -Data science and hospitality related questions. -Questions related to my analysis on company dataset. -Techniques to detect anomalies in future. -How one can forecast demand based on prices.,No answer,Germany,Data Analyst
Data Scientist at travel audience was asked...,Programming in python and pandas,No answer,Germany,Data Analyst
Senior Data Analyst at travel audience was asked...,What are the differences between logistic and linear regression?,No answer,Germany,Data Analyst
Data Scientist at Mediengruppe RTL was asked...,"Tell me about yourself...what projects have you done? why are you leaving your current job? will you relocate to Germany? what is your salary expectation? Apparently, I gave a bigger salary range than expected (I saw it here on Glassdoor)! so be careful :)",No answer,Germany,Data Analyst
Data Scientist at EDAG Group was asked...,Wie stellen Sie sich das Arbeiten bei BFFT vor?,No answer,Germany,Data Analyst
Data Scientist & Machine Learning Engineer at CompuGroup Medical was asked...,Q: How can you implement this? Q: How can ML help us in this case?,No answer,Germany,Data Analyst
Data Analyst at SHARE NOW was asked...,Write code snippet/function used in conjunction with a monte carlo simulation.,No answer,Germany,Data Analyst
Data Scientist at LeanIX was asked...,Wieso ist die ROC-AUC keine gute Metrik für Klassifikations Probleme mit unbalancierten Klassen.,No answer,Germany,Data Analyst
Data Scientist at Outfittery was asked...,What is precision/recall and which one would be better to optimise?,No answer,Germany,Data Analyst
Data Analyst at Scout24 was asked...,"- describe professional experience and past analytics work in more depth - tools, programming languages and frameworks used - explain why you are interested in the role and in working for Scout24 - share a professional challenge / work project and how you tackled it",No answer,Germany,Data Analyst
Data Scientist at Architrave was asked...,What type of tasks have you done?,No answer,Germany,Data Analyst
Senior Data Analyst at Clark (Germany) was asked...,"Pretty conventional, about past experience.",No answer,Germany,Data Analyst
Big Data Analyst at P3 Group was asked...,Warum möchten Sie Ihren aktuellen Job verlassen?,No answer,Germany,Data Analyst
Data Analyst at GetYourGuide was asked...,How would you rate yourself on a scale of 1 to 10?,No answer,Germany,Data Analyst
Senior Data Scientist at GetYourGuide was asked...,I received a take-home assignment.,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,How you cope with stress?,No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,Explain what KPI you would use to evaluate the success of a new feature on the website before its launch? How would you analyze if this new feature is viable or not?,No answer,Germany,Data Analyst
Data Scientist at Wooga was asked...,- Simple task that needs to be completed in Postgresql,No answer,Germany,Data Analyst
Data Scientist at Wooga was asked...,"HR questions: Standard HR questions. Case study: 2 python coding, 1 sql question. Team Lead interview: A lot of questions related to ML, company and statistics.",No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,"Imagine we both have sheeps, and that If I give you one of my sheeps you will have the double of the sheeps I have, and i you give me one of yours, we will have the same amount of sheeps. How many sheeps each of us owns.",No answer,Germany,Data Analyst
Data Analyst at Eurowings Digital was asked...,"Pretty conventional questions, nothing special.",No answer,Germany,Data Analyst
Data Scientist at inovex was asked...,Was erwarten Sie von einem Arbeitgeber?,No answer,Germany,Data Analyst
Data Scientist at inovex was asked...,Was ist für Sie einem idealen Job?,No answer,Germany,Data Analyst
Data Scientist at AUTO1 Group was asked...,Test to create a basic prediction model with price variations.,No answer,Germany,Data Analyst
Junior Data Scientist at Adjust was asked...,Create PostgreSQL instances and write a query,No answer,Germany,Data Analyst
Data Analyst at Allianz was asked...,"Very classical questions: Introduce yourself, what was your role in this project, how do you see yourself in 5 years",No answer,Germany,Data Analyst
Data Analyst at Westwing Home and Living was asked...,They will ask you to explain a long SQL query.,No answer,Germany,Data Analyst
Data Analyst at MYTOYS GROUP was asked...,Sie Beschreibung des Vorstellungsgesprächs.,No answer,Germany,Data Analyst
Data Scientist at Marley Spoon was asked...,- How do you measure accuracy etc.,No answer,Germany,Data Analyst
Senior Data Scientist at HelloFresh was asked...,build a text classifier for movies based on input text data,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,Was haben Sie in den letzten zwei Jahren so gemacht?,No answer,Germany,Data Analyst
Senior Data Scientist at New Yorker was asked...,- Which distribution can be used to represent people standing in queue,No answer,Germany,Data Analyst
Senior Data Scientist at New Yorker was asked...,- What is pep8,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Warum haben Sie sich für ein Studium in Deutschland entschieden?,No answer,Germany,Data Analyst
Data Analyst at Wayfair was asked...,You have the same deadline for two projects and it looks impossible to complete both in time. What do you do?,No answer,Germany,Data Analyst
Data Scientist at Mapp Digital was asked...,- When Label encoding and One hot encoding won't work?,No answer,Germany,Data Analyst
Data Scientist at PlusDental was asked...,Why are you leaving academia?,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Warum haben Sie sich für ein Studium in Deutschland entschieden?,No answer,Germany,Data Analyst
Custom Data Analyst at Daimler was asked...,Do you know Python language ?,No answer,Germany,Data Analyst
Data Engineer/Data Scientist at Project A was asked...,Do you know what's a query plan?,No answer,Germany,Data Analyst
Data Scientist at ImmoScout24 was asked...,Explain precision and recall to a product manager,No answer,Germany,Data Analyst
Data Analyst at Wayfair was asked...,You have the same deadline for two projects and it looks impossible to complete both in time. What do you do?,No answer,Germany,Data Analyst
Data Analyst at Wayfair was asked...,How do you handle your own mistakes?,No answer,Germany,Data Analyst
Data Scientist at Wayfair was asked...,There a three main channels through which people visit their website. What could be possible reasons for the number of people who are using one specific channel to decrease?,No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,some toy problem which requires understanding of bayes rule.,No answer,Germany,Data Analyst
Data Scientist at Capgemini Invent was asked...,"Elevator-Pitch: Sie treffen den Chef der Firma. Geben Sie kurz an, in welche Technologien seine Firma inverstieren/fokussieren sollte.",No answer,Germany,Data Analyst
